"camis","name","boro","cuisine","action","score","grade","rating","review_count","location.address1","coordinates.latitude","coordinates.longitude","ratings1"
41243535,"Empire Corner II","MANHATTAN","Chinese","violations",19,"B",3,14,"1415 5th Ave",40.80045,-73.9464,"***"
41425977,"Empire East","STATEN ISLAND","Chinese","violations",21,"B",3.5,91,"2740 Hylan Blvd",40.5645969932634,-74.1137849176055,"****"
50033540,"Empire East NY","STATEN ISLAND","Asian","violations",2,"A",3.5,60,"1445 Richmond Ave",40.61374,-74.1574104,"****"
41680201,"Empire Express","QUEENS","Chinese","violations",12,"A",3.5,33,"319 9th St",40.66909,-73.98574,"****"
50045247,"Talde","BROOKLYN","Chinese","violations",13,"A",3.5,985,"369 7th Ave",40.6657016935431,-73.982548767788,"****"
50032657,"Empire Garden Chinese Restaurant","QUEENS","Chinese","violations",30,"C",3.5,83,"61-17 Springfield Blvd",40.7485524,-73.7562256,"****"
41362506,"Empire Grill","BROOKLYN","Jewish/Kosher","violations",9,"A",3,22,"597 Empire Blvd",40.6642,-73.94243,"***"
50000491,"The Empire Hotel","MANHATTAN","American","violations",7,"A",2.5,455,"44 W 63rd St",40.7715,-73.98268,"***"
41669157,"Cafe Kashkar","BROOKLYN","Chinese","violations",12,"A",4,202,"1141 Brighton Beach Ave",40.5778011,-73.9557381,"****"
50018348,"Julian M Hill - Notary Public of New York","MANHATTAN","Chinese","violations",24,"B",5,97,"279 W 117th St",40.8050395244313,-73.9543884341324,"*****"
41267944,"Empire King Restaurant","BRONX","Chinese","violations",10,"A",3.5,3,"1374 Boston Rd",40.83232,-73.89808,"****"
50008724,"Empire Kitchen","MANHATTAN","Chinese","violations",8,"A",3,14,"1702 Utopia Pkwy",40.78243,-73.79477,"***"
50005487,"Empire Kitchen","BROOKLYN","Chinese","violations",9,"A",3,14,"1702 Utopia Pkwy",40.78243,-73.79477,"***"
50049999,"Di Fara Pizza","BROOKLYN","Other","violations",2,"A",4,2848,"1424 Ave J",40.625093,-73.961531,"****"
50066292,"Empire Szechuan Noodle House","MANHATTAN","Chinese","violations",38,"C",2.5,165,"4041 Broadway",40.84285,-73.93968,"***"
41308940,"Empire Pizza","MANHATTAN","Pizza","violations",24,"B",3,113,"314 5th Ave",40.74713,-73.98593,"***"
50047860,"Empire Steak House","MANHATTAN","American","violations",39,"C",4,142,"151 E 50th St",40.75615,-73.97127,"****"
50005142,"Empire Steak House","MANHATTAN","Steak","violations",26,"B",3,197,"237 W 54th St",40.7645155,-73.9830465,"***"
41346001,"Empire Szechuan","STATEN ISLAND","Chinese","violations",7,"A",3,43,"4373 Amboy Rd",40.5452811415245,-74.1607652066643,"***"
50042785,"Empire Szechuan Garden","QUEENS","Chinese","violations",6,"A",3.5,26,"4342 46th St",40.7442226,-73.9186565,"****"
40394366,"Empire Szechuan Noodle House","MANHATTAN","Chinese","violations",10,"A",2.5,165,"4041 Broadway",40.84285,-73.93968,"***"
50002395,"Talde","STATEN ISLAND","Chinese","violations",21,"B",3.5,985,"369 7th Ave",40.6657016935431,-73.982548767788,"****"
41649070,"Empire Taco China","BROOKLYN","Tex-Mex","violations",5,"A",2.5,7,"2807 Cropsey Ave",40.586373,-73.987835,"***"
50011343,"Empire Taco China","BROOKLYN","Tex-Mex","violations",36,"C",2.5,7,"2807 Cropsey Ave",40.586373,-73.987835,"***"
41693597,"Empire Tavern","QUEENS","American","violations",10,"A",2,93,"LaGuardia Aiport Queens",40.7708791875152,-73.8634952512817,"**"
41359698,"Empire Tortillas","BROOKLYN","Tex-Mex","violations",7,"A",3.5,7,"3556 Nostrand Ave",40.59719,-73.94146,"****"
50047102,"Empire Wok","BRONX","Chinese","violations",26,"B",2.5,10,"1230 Castle Hill Ave",40.832787,-73.850914,"***"
40569448,"John F Kennedy International Airport - JFK","QUEENS","Chinese","violations",27,"B",3,1565,"Van Wyck & JFK Expressway",40.641435,-73.778288,"***"
50048233,"Apple Store","MANHATTAN","American","violations",9,"A",3.5,919,"767 5th Ave",40.7637929574439,-73.9730206320159,"****"
50005709,"St. John's University","QUEENS","American","violations",13,"A",3.5,44,"8000 Utopia Pkwy",40.721803061586,-73.7953190260244,"****"
41337287,"The Cloisters","MANHATTAN","American","violations",5,"A",4.5,557,"99 Margaret Corbin Dr",40.8649766228154,-73.9315730494599,"*****"
50045110,"Macy's","MANHATTAN","American","violations",2,"A",3,1385,"151 W 34th St",40.751198,-73.990069,"***"
50059141,"Roberta's","BROOKLYN","American","violations",7,"A",4,2305,"261 Moore St",40.705043534338,-73.93357123374,"****"
41100350,"Employees Only","MANHATTAN","American","violations",13,"A",4,1294,"510 Hudson St",40.73343,-74.00607,"****"
40581917,"Churrascaria Plataforma","MANHATTAN","Brazilian","violations",9,"A",4,1164,"316 W 49th St",40.76202,-73.98765,"****"
41060064,"EN Japanese Brasserie","MANHATTAN","Japanese","violations",6,"A",4,1140,"435 Hudson St",40.7306,-74.00698,"****"
50019284,"El Encuentro Restaurant","QUEENS","Latin","violations",11,"A",1,1,"39-01 104th St",40.7505981305631,-73.8619129847385,"**"
50016642,"Endless Summer","BROOKLYN","Sandwiches","no violations",0,"B",4,123,"525 DeKalb Ave",40.69099,-73.95587,"****"
50036858,"Energy Fuel Healthy Grill","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",7,"A",3,108,"606A 5th Ave",40.66392,-73.99095,"***"
41708729,"Outpost Café","BROOKLYN","American","violations",26,"B",4,342,"1014 Fulton St",40.6818428039551,-73.9602966308594,"****"
50059349,"Energy Juice Bar & Grill","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",48,"C",3.5,15,"3788 Nostrand Ave",40.5913471,-73.9402967,"****"
50052674,"Enginar Mediterranean Kitchen","MANHATTAN","Mediterranean","violations",29,"C",3.5,31,"1606 1st Ave",40.77503,-73.95035,"****"
40697593,"Enid's","BROOKLYN","Soul Food","violations",10,"A",3.5,414,"560 Manhattan Ave",40.722592,-73.949792,"****"
41643045,"Enjoy My Bagels","BROOKLYN","Delicatessen","violations",3,"A",3,32,"959 4th Ave",40.653652,-74.0046179,"***"
50052596,"Honey's","BROOKLYN","American","violations",5,"A",4,22,"93 Scott Ave",40.7103508961161,-73.9229261516749,"****"
40849391,"Ennju","MANHATTAN","Japanese","violations",11,"A",3.5,211,"20 E 17th St",40.73727,-73.99124,"****"
41240553,"Enoteca Maria","STATEN ISLAND","Italian","violations",12,"A",4,319,"27 Hyatt St",40.642,-74.07729,"****"
41296556,"Enoteca on Court","BROOKLYN","Pizza/Italian","violations",7,"A",4,225,"347 Court St",40.6821365356445,-73.9957122802734,"****"
50010872,"Outback Steakhouse","BROOKLYN","Russian","violations",18,"B",2.5,351,"1475 86th St",40.611994625646,-74.009344298421,"***"
41590649,"Enthaice","MANHATTAN","Thai","violations",7,"A",3.5,212,"1598 3rd Ave",40.781254,-73.952537,"****"
50001266,"Enthaice Thai Kitchen","QUEENS","Thai","violations",7,"A",4,582,"33-20 31st Ave",40.7630889337809,-73.9213237166405,"****"
50059283,"Entice Eats","QUEENS","American","violations",70,"C",4.5,10,"168-18 Jamaica Ave",40.7062358930093,-73.7918870151043,"*****"
50045272,"Entre Amigos","MANHATTAN","Spanish","violations",15,"B",4,1,"500 West 172nd St",40.8422702713623,-73.9353634044528,"****"
50045238,"Entree","MANHATTAN","American","violations",13,"A",3.5,39,"240 W 35th St",40.752143,-73.991851,"****"
41398358,"Entwine","MANHATTAN","American","violations",19,"B",4,181,"765 Washington St",40.737398,-74.00796,"****"
41455877,"Envy","MANHATTAN","Asian","violations",6,"A",2,2,"220 E 53rd St",40.75723,-73.96859,"**"
50063280,"Trattoria Zero Otto Nove","BRONX","Italian","closed",42,"C",4,607,"2357 Arthur Ave",40.8546515,-73.8883526,"****"
41562311,"Enzo's Pizza","QUEENS","Pizza/Italian","violations",13,"A",3.5,55,"8102 Rockaway Blvd",40.6842863,-73.8594333,"****"
50015102,"Enzo's Pizzeria & Italian Specialties","BROOKLYN","Italian","violations",24,"B",3.5,17,"488 Kings Hwy",40.6040115356445,-73.9716796875,"****"
41302769,"Enzo's Pizzeria & Italian Specialties","BROOKLYN","Pizza/Italian","violations",8,"A",3.5,17,"488 Kings Hwy",40.6040115356445,-73.9716796875,"****"
50000228,"Enzo's Restaurant","BRONX","Italian","violations",24,"B",3.5,39,"451 Mamaroneck Ave",40.9524986,-73.7365859,"****"
50057148,"EONS Greek Food for Life","MANHATTAN","Greek","violations",17,"B",4,248,"633 2nd Ave",40.74528,-73.97588,"****"
50015665,"Le Bon Pain Bakery","QUEENS","Creole","violations",61,"C",4,78,"211-65 Jamaica Ave",40.71587,-73.74728,"****"
50006106,"Epice Cafe","MANHATTAN","American","violations",9,"A",3.5,47,"297 7th Ave",40.746322,-73.99361,"****"
50017157,"Épicerie Boulud","MANHATTAN","Bakery","violations",8,"A",3.5,294,"1900 Broadway",40.7717985283804,-73.9818128723341,"****"
50053374,"Épicerie Boulud","MANHATTAN","French","violations",9,"A",3.5,294,"1900 Broadway",40.7717985283804,-73.9818128723341,"****"
41117553,"Epistrophy","MANHATTAN","Italian","violations",26,"B",3.5,384,"200 Mott St",40.72119,-73.99537,"****"
41611709,"Equestris Restaurant","QUEENS","American","violations",17,"B",3.5,2,"110-00 Rockaway Blvd",40.677987,-73.8309196,"****"
40704155,"Erawan Thai Cuisine","QUEENS","Thai","violations",19,"B",3.5,281,"4231 Bell Blvd",40.761821,-73.769775,"****"
50053675,"Eleven Madison Park","QUEENS","Caribbean","violations",10,"A",4.5,1764,"11 Madison Ave",40.7416907417333,-73.9872074872255,"*****"
41652004,"Ericas Spanish Cuisine","QUEENS","Spanish","violations",12,"A",2.5,9,"90-40 160th St",40.7045334,-73.7998371,"***"
40386528,"Erin's Isle","QUEENS","Italian","violations",27,"B",3,28,"15403 Cross Island Pkwy",40.7869652404862,-73.8076377454748,"***"
50047440,"Ernesto's","MANHATTAN","Sandwiches/Salads/Mixed Buffet","violations",10,"A",5,1,"130 W Point Rd",40.9925813,-73.7425207,"*****"
40892252,"The Museum of Modern Art","MANHATTAN","American","violations",9,"A",4.5,1790,"11 West 53rd St",40.76146,-73.97736,"*****"
50049552,"Ernst & Young","MANHATTAN","CafÃ©/Coffee/Tea","violations",7,"A",5,2,"5 Times Sq",40.7559019030312,-73.9874507963964,"*****"
50062824,"Erqal","QUEENS","Other","violations",18,"B",5,4,"136-20 Roosevelt Ave",40.7593299435595,-73.8291797786951,"*****"
40830906,"Errol's Caribbean Bakery","BROOKLYN","Caribbean","violations",19,"B",4,34,"661 Flatbush Ave",40.6571197509766,-73.9599151611328,"****"
50013910,"Erv's on Beekman","BROOKLYN","American","violations",7,"A",4.5,126,"2122 Beekman Pl",40.65992,-73.96091,"*****"
50063735,"Gata Thai Kitchen","BROOKLYN","Thai","violations",40,"C",4,10,"3041 Ave V",40.59893,-73.93699,"****"
50039363,"Esanation","MANHATTAN","Thai","violations",16,"B",4,238,"750 9th Ave",40.7637,-73.98839,"****"
40734467,"Esca","MANHATTAN","Seafood","violations",4,"A",3.5,617,"402 W 43rd St",40.7590663,-73.9924231,"****"
50019204,"Escape Latino","BRONX","American","violations",12,"A",3.5,70,"1841 Hobart Ave",40.8483407,-73.8316408,"****"
41171220,"Escolas","QUEENS","Latin","violations",32,"C",3,7,"32-04 36th Ave",40.75595,-73.92889,"***"
50009238,"Esex Lounge","QUEENS","American","violations",23,"B",3,10,"131-15 Jamaica Ave",40.70232,-73.82062,"***"
50014859,"Esme","BROOKLYN","American","violations",10,"A",4.5,230,"999 Manhattan Ave",40.7332033928175,-73.9549667724914,"*****"
41640776,"Esmeralda's Restaurant","BROOKLYN","Spanish","violations",25,"B",4.5,3,"1497 Myrtle Ave",40.6992378234863,-73.9155807495117,"*****"
41514395,"Esmeraldo Bakery","MANHATTAN","Bakery","violations",6,"A",4.5,10,"538 W 181st St",40.84861,-73.9327799,"*****"
50051936,"ESO","MANHATTAN","American","violations",25,"B",4,23,"2906 Frederick Douglass Blvd",40.8282593,-73.937028,"****"
50018079,"espace","MANHATTAN","American","violations",11,"A",3,23,"635 W 42nd St",40.7613639831543,-73.9992218017578,"***"
41677470,"Staten Island September 11 Memorial","STATEN ISLAND","American","violations",18,"B",5,9,"Bank St",40.6469383,-74.0894928,"*****"
50011139,"Espresso 77","BROOKLYN","CafÃ©/Coffee/Tea","violations",9,"A",4.5,35,"410 7th Ave",40.6644,-73.98385,"*****"
50055607,"Espresso Matto","MANHATTAN","CafÃ©/Coffee/Tea","closed",49,"C",4,7,"42 E 46th St",40.7549976,-73.9770342,"****"
50052482,"Espresso Me","BROOKLYN","American","violations",7,"A",4.5,42,"88 Atlantic Ave",40.6908328,-73.9970734,"*****"
41255071,"Espresso Pizzeria","BROOKLYN","Pizza/Italian","violations",7,"A",4,72,"9403 5th Ave",40.6162528991699,-74.0303497314453,"****"
41311804,"Esquire Diner","QUEENS","American","violations",10,"A",3,98,"10545 Crossbay Blvd",40.679027,-73.843772,"***"
50059213,"Ess & Bentch","BROOKLYN","Jewish/Kosher","violations",10,"A",3.5,5,"313 Kingston Ave",40.6684973090887,-73.9422154426575,"****"
40396464,"Ess-a-Bagel","MANHATTAN","Bagels/Pretzels","violations",17,"B",4,2727,"831 3rd Ave",40.756300559255,-73.9703701025162,"****"
41665894,"ESSEN","MANHATTAN","American","violations",27,"B",3,97,"100 Broad St",40.7034525226977,-74.0120809525251,"***"
41558513,"Essen NY Deli","BROOKLYN","Jewish/Kosher","violations",21,"B",3.5,52,"1359 Coney Island Ave",40.6244,-73.96474,"****"
41683392,"Essence Bar","BRONX","Caribbean","violations",8,"A",3.5,50,"1662 Atlantic Ave",40.6775607702948,-73.9357138134918,"****"
